Time,FLrpm,FRrpm,RLrpm,RRrpm,FL,FR,RL,RR,Ay,Ax,Az,RollR,PitchR,YawR
0.35,0,0,0,0,1984,2034,2371,2304,0.02,0.07,-0.209999993,0.01,0,0
0.36,0,0,0,0,1984,2036,2371,2308,0.02,0.07,-0.209999993,0.01,0,0
0.37,0,0,0,0,1984,2036,2371,2308,0.07,0.050000001,-0.540000022,0,0,0
0.38,0,0,0,0,1984,2036,2371,2308,-0.01,0.02,0.5,0,0,0
0.39,0,0,0,0,1984,2037,2371,2304,0.109999999,0.01,-0.439999998,0,0,0
0.4,0,0,0,0,1984,2041,2371,2305,0.07,0.029999999,-0.170000002,0,0,0
0.41,0,0,0,0,1984,2037,2371,2306,-0.029999999,-0.059999999,0.419999987,-0.01,0,0
0.42,0,0,0,0,1984,2040,2371,2309,-0.029999999,-0.059999999,0.419999987,-0.01,0,0
0.43,0,0,0,0,1984,2040,2371,2309,0.079999998,0.029999999,-0.379999995,0,0,0
0.44,0,0,0,0,1984,2040,2371,2309,-0.01,0.079999998,-0.140000001,0.01,0,0
0.45,0,0,0,0,1984,2041,2371,2302,-0.200000003,-0.079999998,-0.079999998,-0.01,0,0
0.46,0,0,0,0,1984,2033,2371,2302,0.079999998,0.07,-0.340000004,0.01,0,0
0.47,0,0,0,0,1984,2043,2371,2303,-0.02,-0.02,0.379999995,-0.01,0,0
0.48,0,0,0,0,1984,2047,2371,2305,-0.109999999,-0.119999997,-0.079999998,-0.01,0,0
0.49,0,0,0,0,1984,2036,2371,2304,0.109999999,0.109999999,0.039999999,0.01,0,0
0.5,0,0,0,0,1984,2045,2371,2305,-0.050000001,-0.07,0.340000004,-0.01,0,0
0.51,0,0,0,0,1984,2042,2371,2303,-0.159999996,-0.140000001,-0.200000003,-0.01,0,0
0.52,0,0,0,0,1984,2042,2371,2303,0.02,0.129999995,0.050000001,0.01,0,0
0.53,0,0,0,0,1984,2036,2371,2302,-0.109999999,-0.029999999,0.289999992,-0.01,0,0
0.54,0,0,0,0,1984,2036,2371,2309,-0.170000002,-0.059999999,-0.270000011,-0.01,0,0
0.55,0,0,0,0,1984,2034,2371,2300,0.02,0.140000001,-0.129999995,0.01,0,0
0.56,0,0,0,0,1984,2034,2371,2301,-0.140000001,-0.090000004,0.180000007,-0.01,0,0
0.57,0,0,0,0,1984,2042,2371,2302,0.050000001,0.029999999,-0.119999997,0.01,0,0
0.58,0,0,0,0,1984,2032,2371,2312,-0.150000006,-0.189999998,0.07,-0.01,0,0
0.59,0,0,0,0,1984,2044,2371,2303,0.050000001,0.180000007,0.389999986,0.01,0,0
0.6,0,0,0,0,1984,2034,2371,2311,-0.059999999,-0.050000001,-0.300000012,-0.01,0,0
0.61,0,0,0,0,1984,2036,2371,2304,0.109999999,0.109999999,0.509999991,0.01,0,0
0.62,0,0,0,0,1984,2046,2371,2304,0,-0.050000001,-0.389999986,-0.01,0,0
0.63,0,0,0,0,1984,2036,2371,2305,0.109999999,0.100000002,-0.029999999,0.01,0,0
0.64,0,0,0,0,1984,2044,2371,2305,0.109999999,0.100000002,-0.029999999,0.01,0,0
0.65,0,0,0,0,1984,2037,2371,2301,0.109999999,0.109999999,0.469999999,-0.01,0,0
0.66,0,0,0,0,1984,2037,2371,2303,-0.029999999,-0.07,-0.349999994,-0.01,0,0
0.67,0,0,0,0,1984,2037,2371,2301,0.059999999,0.100000002,0.449999988,0.01,0,0
0.68,0,0,0,0,1984,2037,2371,2302,-0.150000006,-0.100000002,-0.280000001,-0.01,0,0
0.69,0,0,0,0,1984,2034,2371,2313,0.059999999,0.159999996,0.230000004,0.01,0,0
0.7,0,0,0,0,1984,2036,2371,2302,-0.150000006,-0.150000006,-0.159999996,-0.01,0,0
0.71,0,0,0,0,1984,2033,2371,2312,-0.090000004,-0.129999995,-0.519999981,0.01,0,0
0.72,0,0,0,0,1984,2033,2371,2302,0.07,0.129999995,0.349999994,0,0,0
0.73,0,0,0,0,1984,2045,2371,2311,-0.090000004,-0.150000006,-0.319999993,-0.01,0,0
0.74,0,0,0,0,1984,2045,2371,2303,-0.01,-0.100000002,-0.569999993,0,0,0
0.75,0,0,0,0,1984,2045,2371,2311,0.129999995,0.100000002,0.400000006,0.01,0,0
0.76,0,0,0,0,1984,2035,2371,2309,-0.039999999,-0.090000004,-0.219999999,-0.01,0,0
0.77,0,0,0,0,1983,2045,2371,2304,-0.02,-0.02,-0.509999991,0.01,0,0
0.78,0,0,0,0,1984,2035,2371,2306,-0.029999999,0.039999999,0.5,0,0,0
0.79,0,0,0,0,1984,2036,2371,2303,-0.029999999,-0.029999999,-0.370000005,-0.01,0,0
0.8,0,0,0,0,1984,2040,2371,2305,0,-0.01,-0.579999983,0.01,0,0
0.81,0,0,0,0,1984,2037,2371,2300,-0.039999999,0.01,0.379999995,0,0,0
0.82,0,0,0,0,1984,2037,2371,2305,0.01,-0.07,-0.409999996,-0.01,0,0
0.83,0,0,0,0,1984,2034,2371,2311,0.050000001,0.090000004,0.5,0.01,0,0
0.84,0,0,0,0,1984,2034,2371,2311,-0.039999999,-0.039999999,0.519999981,0,0,0
0.85,0,0,0,0,1984,2033,2370,2303,-0.059999999,-0.170000002,-0.430000007,0,0,0
0.86,0,0,0,0,1984,2039,2371,2303,-0.029999999,0.029999999,0.579999983,0.01,0,0
0.87,0,0,0,0,1984,2044,2370,2312,-0.090000004,-0.079999998,-0.449999988,0,0,0
0.88,0,0,0,0,1984,2034,2371,2311,-0.090000004,-0.079999998,-0.449999988,0,0,0
0.89,0,0,0,0,1984,2046,2370,2304,-0.01,0.039999999,0.560000002,0,0,0
0.9,0,0,0,0,1984,2035,2371,2307,-0.01,-0.02,0.5,0,0,0
0.91,0,0,0,0,1984,2044,2371,2303,0.119999997,0.079999998,-0.430000007,0,0,0
0.92,0,0,0,0,1984,2044,2371,2304,0.119999997,0.079999998,-0.430000007,0,0,0
0.93,0,0,0,0,1984,2037,2371,2303,-0.01,0.039999999,0.419999987,0,0,0
0.94,0,0,0,0,1984,2037,2371,2305,0.07,0.050000001,-0.270000011,0,0,0
0.95,0,0,0,0,1984,2037,2371,2301,-0.050000001,0,0.5,0,0,0
0.96,0,0,0,0,1984,2037,2371,2307,-0.050000001,0,0.5,-0.01,0,0
0.97,0,0,0,0,1984,2035,2371,2301,-0.090000004,-0.119999997,0.409999996,0,0,0
0.98,0,0,0,0,1984,2040,2371,2302,0.100000002,0,-0.259999991,0.01,0,0
0.99,0,0,0,0,1984,2033,2371,2312,0.100000002,0,-0.259999991,0,0,0
1,0,0,0,0,1984,2042,2370,2303,-0.039999999,0,0.439999998,-0.01,0,0
1.01,0,0,0,0,1984,2033,2370,2311,-0.039999999,0,0.439999998,-0.01,0,0
1.02,0,0,0,0,1984,2034,2371,2303,0.029999999,-0.02,-0.660000026,0.01,0,0
1.03,0,0,0,0,1984,2045,2370,2311,0.079999998,0.050000001,-0.349999994,0.01,0,0
1.04,0,0,0,0,1984,2035,2371,2308,-0.01,0.059999999,0.469999999,0,0,0
1.05,0,0,0,0,1984,2044,2370,2303,-0.059999999,-0.059999999,0.270000011,-0.01,0,0
1.06,0,0,0,0,1984,2036,2371,2302,0.059999999,0,-0.519999981,0.01,0,0
1.07,0,0,0,0,1984,2043,2371,2303,0.079999998,0.050000001,-0.129999995,0.01,0,0
1.08,0,0,0,0,1984,2041,2371,2301,0.029999999,-0.029999999,0.519999981,0,0,0
1.09,0,0,0,0,1984,2037,2371,2301,-0.140000001,-0.119999997,0.189999998,-0.01,0,0
1.1,0,0,0,0,1984,2035,2371,2308,-0.02,0.079999998,-0.209999993,0.01,0,0
1.11,0,0,0,0,1984,2036,2371,2308,-0.02,0.079999998,-0.209999993,0.01,0,0
1.12,0,0,0,0,1984,2033,2371,2311,-0.039999999,-0.07,0.460000008,-0.01,0,0
1.13,0,0,0,0,1984,2034,2371,2301,-0.209999993,-0.140000001,-0.029999999,-0.01,0,0
1.14,0,0,0,0,1984,2034,2371,2301,0.079999998,0.029999999,-0.419999987,0,0,0
1.15,0,0,0,0,1984,2034,2371,2312,0.079999998,0.029999999,-0.419999987,0,0,0
1.16,0,0,0,0,1984,2045,2371,2304,0.079999998,0.029999999,-0.419999987,0,0,0
1.17,0,0,0,0,1984,2034,2371,2310,-0.02,0.01,0.479999989,0,0,0
1.18,0,0,0,0,1984,2035,2371,2304,0.140000001,0.059999999,-0.300000012,0.01,0,0
1.19,0,0,0,0,1984,2043,2371,2303,0.01,0.100000002,-0.029999999,0.01,0,0
1.2,0,0,0,0,1984,2036,2371,2304,-0.180000007,-0.129999995,-0.079999998,-0.01,0,0
1.21,0,0,0,0,1984,2042,2371,2303,-0.180000007,-0.129999995,-0.079999998,0.01,0,0
1.22,0,0,0,0,1984,2036,2370,2300,0.029999999,0.100000002,0.090000004,0.01,0,0
1.23,0,0,0,0,1984,2039,2370,2300,0.029999999,0.100000002,0.090000004,0.01,0,0
1.24,0,0,0,0,1984,2039,2370,2304,-0.159999996,-0.170000002,-0.25,-0.01,0,0
1.25,0,0,0,0,1984,2036,2371,2302,-0.159999996,-0.170000002,-0.25,-0.01,0,0
1.26,0,0,0,0,1984,2032,2371,2312,0.100000002,0.100000002,0.170000002,0.01,0,0
1.27,0,0,0,0,1984,2037,2371,2302,-0.079999998,-0.100000002,0.200000003,-0.01,0,0
1.28,0,0,0,0,1984,2044,2371,2312,-0.059999999,-0.07,-0.259999991,-0.01,0,0
1.29,0,0,0,0,1984,2034,2371,2311,0.059999999,0.059999999,-0.150000006,0.01,0,0
1.3,0,0,0,0,1984,2046,2370,2304,0.090000004,0.129999995,0.159999996,0.01,0,0
1.31,0,0,0,0,1984,2035,2371,2309,-0.109999999,-0.109999999,0.280000001,-0.01,0,0
1.32,0,0,0,0,1984,2046,2371,2304,-0.090000004,-0.07,-0.259999991,-0.01,0,0
1.33,0,0,0,0,1984,2044,2370,2307,0.02,0.100000002,-0.140000001,0.01,0,0
1.34,0,0,0,0,1984,2035,2371,2304,0.090000004,0.109999999,0.400000006,0.01,0,0
1.35,0,0,0,0,1984,2040,2371,2304,0.090000004,0.109999999,0.400000006,0.01,0,0
1.36,0,0,0,0,1984,2034,2371,2301,-0.140000001,-0.109999999,0.02,-0.01,0,0
1.37,0,0,0,0,1984,2038,2371,2305,-0.100000002,-0.07,-0.259999991,-0.01,0,0
1.38,0,0,0,0,1984,2035,2371,2300,0.090000004,0.109999999,0.400000006,0.01,0,0
1.39,0,0,0,0,1984,2036,2371,2306,-0.159999996,-0.090000004,-0.029999999,-0.01,0,0
1.4,0,0,0,0,1984,2033,2371,2312,-0.039999999,-0.090000004,-0.310000002,-0.01,0,0
1.41,0,0,0,0,1984,2040,2371,2303,-0.039999999,-0.090000004,-0.310000002,0.01,0,0
1.42,0,0,0,0,1984,2033,2371,2313,0.119999997,0.100000002,0.430000007,0.01,0,0
1.43,0,0,0,0,1984,2034,2371,2304,0.119999997,0.100000002,0.430000007,-0.01,0,0
1.44,0,0,0,0,1984,2045,2371,2312,-0.029999999,-0.100000002,-0.370000005,-0.01,0,0
1.45,0,0,0,0,1984,2035,2371,2311,-0.029999999,-0.100000002,-0.370000005,-0.01,0,0
1.46,0,0,0,0,1984,2045,2370,2304,0.039999999,0.059999999,0.629999995,0.01,0,0
1.47,0,0,0,0,1984,2036,2370,2306,0.039999999,0.059999999,0.629999995,0.01,0,0
1.48,0,0,0,0,1984,2044,2371,2304,-0.039999999,-0.109999999,-0.430000007,-0.01,0,0
1.49,0,0,0,0,1984,2043,2370,2303,-0.039999999,-0.109999999,-0.430000007,-0.01,0,0
1.5,0,0,0,0,1984,2037,2371,2303,0.090000004,0.059999999,0.479999989,0.01,0,0
1.51,0,0,0,0,1984,2037,2371,2307,0.090000004,0.059999999,0.479999989,-0.01,0,0
1.52,0,0,0,0,1984,2036,2371,2301,-0.039999999,-0.07,-0.49000001,-0.01,0,0
1.53,0,0,0,0,1984,2035,2371,2307,-0.039999999,-0.07,-0.49000001,-0.01,0,0
1.54,0,0,0,0,1984,2033,2371,2300,-0.039999999,-0.07,-0.49000001,0.01,0,0
1.55,0,0,0,0,1984,2041,2371,2301,0.02,0.07,0.49000001,0,0,0
1.56,0,0,0,0,1984,2033,2371,2312,-0.07,-0.07,-0.49000001,0,0,0
1.57,0,0,0,0,1984,2043,2371,2302,0.079999998,0.109999999,0.25,0.01,0,0
1.58,0,0,0,0,1984,2034,2371,2311,0.079999998,0.109999999,0.25,0.01,0,0
1.59,0,0,0,0,1984,2035,2371,2303,-0.059999999,-0.029999999,0.449999988,0,0,0
1.6,0,0,0,0,1984,2045,2371,2304,-0.059999999,-0.07,-0.25,0,0,0
1.61,0,0,0,0,1984,2036,2371,2309,-0.039999999,-0.059999999,-0.460000008,0,0,0
1.62,0,0,0,0,1984,2044,2371,2304,-0.029999999,0.02,0.519999981,0,0,0
1.63,0,0,0,0,1984,2036,2371,2303,-0.029999999,0.02,0.519999981,0,0,0
1.64,0,0,0,0,1984,2042,2371,2303,-0.050000001,-0.07,-0.349999994,-0.01,0,0
1.65,0,0,0,0,1984,2040,2371,2301,0,-0.01,-0.560000002,0,0,0
1.66,0,0,0,0,1984,2040,2371,2304,0,-0.01,-0.560000002,0,0,0
1.67,0,0,0,0,1984,2040,2371,2304,-0.039999999,0,0.439999998,0,0,0
1.68,0,0,0,0,1984,2036,2371,2301,-0.039999999,-0.07,-0.360000014,-0.01,0,0
1.69,0,0,0,0,1984,2034,2371,2310,0,-0.029999999,-0.550000012,0,0,0
1.7,0,0,0,0,1984,2035,2371,2300,-0.07,0.01,0.49000001,0,0,0
1.71,0,0,0,0,1984,2036,2371,2310,-0.07,0.01,0.49000001,0,0,0
1.72,0,0,0,0,1984,2036,2371,2301,0.039999999,0,-0.540000022,0,0,0
1.73,0,0,0,0,1984,2044,2371,2303,0.039999999,0,-0.540000022,0,0,0
1.74,0,0,0,0,1984,2045,2371,2312,0.090000004,0.07,0.49000001,0,0,0
1.75,0,0,0,0,1984,2034,2371,2303,-0.039999999,-0.059999999,0.460000008,-0.01,0,0
1.76,0,0,0,0,1984,2045,2371,2305,0.050000001,0.01,-0.400000006,0,0,0
1.77,0,0,0,0,1984,2035,2371,2305,0.050000001,0.01,-0.400000006,0,0,0
1.78,0,0,0,0,1984,2044,2370,2304,-0.029999999,-0.050000001,0.460000008,0,0,0
1.79,0,0,0,0,1984,2042,2371,2305,-0.029999999,-0.050000001,0.460000008,-0.01,0,0
1.8,0,0,0,0,1984,2041,2371,2304,0.050000001,0.079999998,-0.460000008,0,0,0
1.81,0,0,0,0,1984,2037,2371,2307,0.050000001,0.079999998,-0.460000008,0,0,0
1.82,0,0,0,0,1984,2036,2371,2302,-0.050000001,-0.050000001,0.449999988,0,0,0
1.83,0,0,0,0,1984,2033,2371,2313,-0.050000001,-0.050000001,0.449999988,0,0,0
1.84,0,0,0,0,1984,2036,2371,2302,0.109999999,0.050000001,-0.370000005,0,0,0
1.85,0,0,0,0,1984,2040,2371,2313,0.109999999,0.050000001,-0.370000005,0,0,0
1.86,0,0,0,0,1984,2034,2371,2312,-0.029999999,-0.01,0.449999988,0,0,0
1.87,0,0,0,0,1984,2045,2371,2303,-0.029999999,-0.01,0.449999988,0,0,0
1.88,0,0,0,0,1984,2034,2371,2311,0.100000002,0.050000001,-0.360000014,0,0,0
1.89,0,0,0,0,1984,2045,2371,2304,0.100000002,0.050000001,-0.360000014,0,0,0
1.9,0,0,0,0,1984,2044,2370,2310,-0.07,-0.07,0.419999987,-0.01,0,0
1.91,0,0,0,0,1984,2035,2371,2307,-0.07,-0.07,0.419999987,-0.01,0,0
1.92,0,0,0,0,1984,2043,2371,2303,0.109999999,0.07,-0.319999993,0.01,0,0
1.93,0,0,0,0,1984,2035,2371,2303,0.109999999,0.07,-0.319999993,0.01,0,0
1.94,0,0,0,0,1984,2041,2371,2303,-0.090000004,-0.07,0.360000014,-0.01,0,0
1.95,0,0,0,0,1984,2040,2371,2300,-0.090000004,-0.07,0.360000014,-0.01,0,0
1.96,0,0,0,0,1984,2037,2371,2301,0.100000002,0.079999998,-0.209999993,0.01,0,0
1.97,0,0,0,0,1984,2034,2370,2309,0.100000002,0.079999998,-0.209999993,0.01,0,0
1.98,0,0,0,0,1984,2036,2371,2301,-0.109999999,-0.100000002,0.230000004,-0.01,0,0
1.99,0,0,0,0,1984,2032,2371,2312,-0.109999999,-0.100000002,0.230000004,-0.01,0,0
2,0,0,0,0,1984,2033,2371,2302,0.039999999,0.079999998,-0.25,0.01,0,0
2.01,0,0,0,0,1984,2042,2371,2303,0.039999999,0.079999998,-0.25,0.01,0,0
2.02,0,0,0,0,1984,2033,2371,2312,-0.090000004,-0.129999995,0.200000003,-0.01,0,0
2.03,0,0,0,0,1984,2045,2370,2303,-0.090000004,-0.129999995,0.200000003,-0.01,0,0
2.04,0,0,0,0,1984,2035,2371,2309,0.07,0.109999999,-0.129999995,0.01,0,0
2.05,0,0,0,0,1984,2035,2371,2304,0.07,0.109999999,-0.129999995,0,0,0
2.06,0,0,0,0,1984,2045,2370,2303,-0.180000007,-0.119999997,0.050000001,-0.01,0,0
2.07,0,0,0,0,1984,2036,2371,2304,0.109999999,0.07,-0.409999996,0,0,0
2.08,0,0,0,0,1984,2041,2371,2304,0.050000001,0.07,-0.100000002,0.01,0,0
2.09,0,0,0,0,1984,2037,2371,2302,0.050000001,0.07,-0.100000002,0.01,0,0
2.1,0,0,0,0,1984,2036,2371,2304,-0.159999996,-0.079999998,0.079999998,-0.01,0,0
2.11,0,0,0,0,1984,2037,2371,2300,0.100000002,0.029999999,-0.409999996,0,0,0
2.12,0,0,0,0,1984,2038,2371,2302,0.029999999,0.07,-0.100000002,0.01,0,0
2.13,0,0,0,0,1984,2033,2371,2311,0.029999999,0.07,-0.100000002,0.01,0,0
2.14,0,0,0,0,1984,2039,2371,2302,-0.189999998,-0.129999995,-0.109999999,-0.01,0,0
2.15,0,0,0,0,1984,2041,2371,2312,-0.189999998,-0.129999995,-0.109999999,-0.01,0,0
2.16,0,0,0,0,1984,2033,2371,2303,0.059999999,0.119999997,0.029999999,0.01,0,0
2.17,0,0,0,0,1984,2045,2370,2303,0.059999999,0.119999997,0.029999999,0.01,0,0
2.18,0,0,0,0,1984,2034,2371,2310,-0.140000001,-0.090000004,-0.159999996,-0.01,0,0
2.19,0,0,0,0,1984,2045,2371,2304,-0.140000001,-0.090000004,-0.159999996,-0.01,0,0
2.2,0,0,0,0,1984,2035,2371,2304,0.109999999,0.090000004,-0.25,0.01,0,0
2.21,0,0,0,0,1984,2037,2371,2304,0.050000001,0.07,0.02,0.01,0,0
2.22,0,0,0,0,1984,2044,2371,2304,-0.100000002,-0.039999999,0.310000002,-0.01,0,0
2.23,0,0,0,0,1984,2037,2371,2303,-0.140000001,-0.100000002,-0.219999999,0.01,0,0
2.24,0,0,0,0,1984,2039,2371,2306,0.059999999,0.100000002,-0.259999991,0.01,0,0
2.25,0,0,0,0,1984,2037,2370,2301,0.079999998,0.090000004,0.129999995,0.01,0,0
2.26,0,0,0,0,1984,2036,2371,2308,-0.109999999,-0.109999999,-0.109999999,-0.01,0,0
2.27,0,0,0,0,1984,2034,2371,2309,-0.109999999,-0.109999999,-0.109999999,-0.01,0,0
2.28,0,0,0,0,1984,2039,2371,2302,0.079999998,0.07,0.310000002,0.01,0,0
2.29,0,0,0,0,1984,2033,2371,2312,0.079999998,0.07,0.310000002,0.01,0,0
2.3,0,0,0,0,1984,2041,2370,2302,-0.090000004,-0.059999999,-0.280000001,-0.01,0,0
2.31,0,0,0,0,1984,2043,2371,2312,-0.090000004,-0.059999999,-0.280000001,-0.01,0,0
2.32,0,0,0,0,1984,2034,2371,2311,0.129999995,0.100000002,0.219999999,0.01,0,0
2.33,0,0,0,0,1984,2045,2370,2304,0.129999995,0.100000002,0.219999999,0.01,0,0
2.34,0,0,0,0,1984,2045,2370,2304,-0.159999996,-0.129999995,0.109999999,-0.01,0,0
2.35,0,0,0,0,1984,2035,2371,2309,-0.159999996,-0.129999995,0.109999999,-0.01,0,0
2.36,0,0,0,0,1984,2036,2371,2303,-0.050000001,-0.050000001,-0.25,-0.01,0.01,0
2.37,0,0,0,0,1984,2037,2371,2302,0.109999999,0.109999999,0.310000002,0.01,0,0
2.38,0,0,0,0,1984,2041,2370,2303,-0.140000001,-0.090000004,-0.01,-0.01,0,0
2.39,0,0,0,0,1984,2036,2371,2303,-0.090000004,-0.029999999,-0.189999998,-0.01,0,0
2.4,0,0,0,0,1984,2036,2371,2303,-0.090000004,-0.029999999,-0.189999998,0.01,0,0
2.41,0,0,0,0,1984,2036,2371,2302,0.059999999,0.079999998,0.509999991,0.01,0,0
2.42,0,0,0,0,1984,2036,2371,2301,-0.180000007,-0.07,-0.119999997,-0.01,0,0
2.43,0,0,0,0,1984,2034,2371,2310,-0.07,-0.090000004,-0.370000005,-0.01,0,0
2.44,0,0,0,0,1984,2033,2371,2301,0.050000001,0.079999998,0.449999988,0.01,0,0
2.45,0,0,0,0,1984,2033,2371,2311,0.050000001,0.079999998,0.449999988,-0.01,0,0
2.46,0,0,0,0,1984,2034,2370,2302,-0.01,-0.059999999,-0.360000014,-0.01,0,0
2.47,0,0,0,0,1984,2033,2370,2304,0.059999999,0.079999998,0.090000004,0.01,0,0
2.48,0,0,0,0,1984,2045,2371,2310,0.050000001,0.050000001,0.479999989,0.01,0,0
2.49,0,0,0,0,1984,2045,2371,2305,-0.090000004,-0.119999997,-0.159999996,-0.01,0,0
2.5,0,0,0,0,1984,2036,2371,2306,-0.029999999,-0.059999999,-0.430000007,-0.01,0,0
2.51,0,0,0,0,1984,2036,2371,2303,-0.029999999,-0.059999999,-0.430000007,-0.01,0,0
2.52,0,0,0,0,1984,2042,2371,2301,0.02,0.050000001,0.569999993,0.01,0,0
2.53,0,0,0,0,1984,2037,2371,2303,0.02,0.050000001,0.569999993,0.01,0,0
2.54,0,0,0,0,1984,2037,2371,2301,-0.039999999,-0.079999998,-0.49000001,0,0,0
2.55,0,0,0,0,1984,2036,2371,2308,-0.039999999,-0.079999998,-0.49000001,0,0,0
2.56,0,0,0,0,1984,2036,2371,2301,0,0.039999999,0.439999998,0,0,0
2.57,0,0,0,0,1984,2033,2371,2312,0,0.039999999,0.439999998,0,0,0
2.58,0,0,0,0,1984,2033,2371,2301,-0.050000001,-0.07,-0.589999974,0,0,0
2.59,0,0,0,0,1984,2041,2371,2302,-0.050000001,-0.07,-0.589999974,0,0,0
2.6,0,0,0,0,1984,2033,2371,2311,0.100000002,0.119999997,0.310000002,0,0,0
2.61,0,0,0,0,1984,2035,2371,2310,0,0.02,0.419999987,0,0,0
2.62,0,0,0,0,1984,2035,2371,2310,-0.029999999,-0.050000001,-0.540000022,0,0,0
2.63,0,0,0,0,1984,2035,2370,2310,-0.029999999,-0.050000001,-0.540000022,0,0,0
2.64,0,0,0,0,1984,2045,2371,2305,0.090000004,0.109999999,0.439999998,0.01,0,0
2.65,0,0,0,0,1984,2036,2371,2305,-0.029999999,0,0.389999986,0,0,0
2.66,0,0,0,0,1984,2043,2370,2304,-0.059999999,-0.07,-0.340000004,-0.01,0,0
2.67,0,0,0,0,1984,2036,2371,2304,0.01,-0.02,-0.5,0,0,0
2.68,0,0,0,0,1984,2038,2371,2306,0.109999999,0.090000004,0.49000001,0.01,0,0
2.69,0,0,0,0,1984,2036,2371,2301,-0.050000001,0.01,0.569999993,0,0,0
2.7,0,0,0,0,1984,2034,2371,2311,0,-0.02,-0.519999981,0,0,0
2.71,0,0,0,0,1984,2037,2370,2301,0,-0.02,-0.519999981,0,0,0
2.72,0,0,0,0,1984,2038,2370,2312,0.079999998,0.079999998,0.509999991,0.01,0,0
2.73,0,0,0,0,1984,2035,2371,2312,-0.039999999,0,0.479999989,0,0,0
2.74,0,0,0,0,1984,2035,2371,2312,-0.01,-0.07,-0.379999995,-0.01,0,0
2.75,0,0,0,0,1984,2035,2371,2311,0.07,0,-0.439999998,0,0,0
2.76,0,0,0,0,1984,2045,2371,2303,-0.059999999,-0.02,0.389999986,0,0,0
2.77,0,0,0,0,1984,2044,2371,2308,-0.059999999,-0.02,0.389999986,0,0,0
2.78,0,0,0,0,1984,2036,2371,2304,-0.050000001,-0.090000004,-0.460000008,-0.01,0,0
2.79,0,0,0,0,1984,2044,2371,2304,0.07,0,-0.49000001,0,0,0
